father,node_name,depth
Collagen Diseases,Epidermolysis Bullosa Dystrophica,4
Collagen Diseases,Keloid,4
Collagen Diseases,Necrobiotic Disorders,4
Collagen Diseases,"Nephritis, Hereditary",4
Collagen Diseases,Osteogenesis Imperfecta,4
Connective Tissue Diseases,Cutis Laxa,3
Connective Tissue Diseases,Dermatomyositis,3
Connective Tissue Diseases,Dupuytren Contracture,3
Connective Tissue Diseases,"Fibromatosis, Plantar",3
Connective Tissue Diseases,Homocystinuria,3
Connective Tissue Diseases,Lipedema,3
Connective Tissue Diseases,"Lupus Erythematosus, Cutaneous",3
"Lupus Erythematosus, Cutaneous","Lupus Erythematosus, Discoid",4
Connective Tissue Diseases,"Lupus Erythematosus, Systemic",3
"Lupus Erythematosus, Systemic",Lupus Nephritis,4
"Lupus Erythematosus, Systemic","Lupus Vasculitis, Central Nervous System",4
Connective Tissue Diseases,Marfan Syndrome,3
Connective Tissue Diseases,Mixed Connective Tissue Disease,3
Connective Tissue Diseases,Mucinoses,3
Mucinoses,Ganglion Cysts,4
Mucinoses,"Mucinosis, Follicular",4
Mucinoses,Mucopolysaccharidoses,4
Mucinoses,Myxedema,4
Mucinoses,Scleredema Adultorum,4
Mucinoses,Scleromyxedema,4
Connective Tissue Diseases,"Neoplasms, Connective Tissue",3
"Neoplasms, Connective Tissue",Myofibroma,4
"Neoplasms, Connective Tissue",Myopericytoma,4
Connective Tissue Diseases,Noonan Syndrome,3
Connective Tissue Diseases,Osteopoikilosis,3
Connective Tissue Diseases,Panniculitis,3
Panniculitis,Erythema Induratum,4
Panniculitis,"Panniculitis, Lupus Erythematosus",4
Panniculitis,"Panniculitis, Nodular Nonsuppurative",4
Panniculitis,"Panniculitis, Peritoneal",4
Connective Tissue Diseases,Penile Induration,3
Connective Tissue Diseases,Pseudoxanthoma Elasticum,3
Connective Tissue Diseases,Rheumatic Diseases,3
Rheumatic Diseases,"Arthritis, Juvenile",4
Rheumatic Diseases,"Arthritis, Rheumatoid",4
Rheumatic Diseases,"Hyperostosis, Sternocostoclavicular",4
Rheumatic Diseases,Polymyalgia Rheumatica,4
Connective Tissue Diseases,"Scleroderma, Localized",3
Connective Tissue Diseases,"Scleroderma, Systemic",3
"Scleroderma, Systemic","Scleroderma, Diffuse",4
"Scleroderma, Systemic","Scleroderma, Limited",4
Connective Tissue Diseases,Undifferentiated Connective Tissue Diseases,3
Connective Tissue Diseases,Weill-Marchesani Syndrome,3
Skin and Connective Tissue Diseases,Skin Diseases,2
Skin Diseases,Acneiform Eruptions,3
Acneiform Eruptions,Acne Keloid,4
Acneiform Eruptions,Acne Vulgaris,4
Acneiform Eruptions,Chloracne,4
Skin Diseases,Angiolymphoid Hyperplasia with Eosinophilia,3
Skin Diseases,Breast Diseases,3
Breast Diseases,Breast Cyst,4
Breast Diseases,Breast Neoplasms,4
Breast Diseases,Fibrocystic Breast Disease,4
Breast Diseases,Gynecomastia,4
Breast Diseases,Lactation Disorders,4
Breast Diseases,Mastitis,4
Skin Diseases,Cutaneous Fistula,3
Skin Diseases,Dermatitis,3
Dermatitis,Acrodermatitis,4
Dermatitis,Dandruff,4
Dermatitis,"Dermatitis, Atopic",4
Dermatitis,"Dermatitis, Contact",4
Dermatitis,"Dermatitis, Exfoliative",4
Dermatitis,Dermatitis Herpetiformis,4
Dermatitis,"Dermatitis, Perioral",4
Dermatitis,"Dermatitis, Seborrheic",4
Dermatitis,Drug Eruptions,4
Dermatitis,Eczema,4
Dermatitis,Intertrigo,4
Dermatitis,Neurodermatitis,4
Dermatitis,Radiodermatitis,4
Skin Diseases,Dermatomyositis,3
Skin Diseases,Erythema,3
Erythema,Erythema Chronicum Migrans,4
Erythema,Erythema Induratum,4
Erythema,Erythema Infectiosum,4
Erythema,Erythema Multiforme,4
Erythema,Erythema Nodosum,4
Erythema,Erythrokeratodermia Variabilis,4
Erythema,Sweet Syndrome,4
Skin Diseases,Exanthema,3
Exanthema,Exanthema Subitum,4
Skin Diseases,Facial Dermatoses,3
Facial Dermatoses,"Dermatitis, Perioral",4
Skin Diseases,Foot Diseases,3
Foot Diseases,"Fibromatosis, Plantar",4
Foot Diseases,Foot Dermatoses,4
Foot Diseases,Foot Ulcer,4
Foot Diseases,Immersion Foot,4
Skin Diseases,Hair Diseases,3
Hair Diseases,Folliculitis,4
Hair Diseases,Hirsutism,4
Hair Diseases,Hypertrichosis,4
Hair Diseases,Hypotrichosis,4
Hair Diseases,Menkes Kinky Hair Syndrome,4
Hair Diseases,Monilethrix,4
Hair Diseases,Piedra,4
Skin Diseases,Hand Dermatoses,3
Skin Diseases,Keratoacanthoma,3
Skin Diseases,Keratosis,3
Keratosis,Callosities,4
Keratosis,Cholesteatoma,4
Keratosis,Darier Disease,4
Keratosis,Erythrokeratodermia Variabilis,4
Keratosis,Ichthyosis,4
Keratosis,"Keratoderma, Palmoplantar",4
Keratosis,"Keratosis, Actinic",4
Keratosis,"Keratosis, Seborrheic",4
Keratosis,Parakeratosis,4
Keratosis,Porokeratosis,4
Skin Diseases,Leg Dermatoses,3
Skin Diseases,Lipomatosis,3
Lipomatosis,Adiposis Dolorosa,4
Lipomatosis,Familial Multiple Lipomatosis,4
Lipomatosis,"Lipomatosis, Multiple Symmetrical",4
Skin Diseases,"Lupus Erythematosus, Cutaneous",3
"Lupus Erythematosus, Cutaneous","Lupus Erythematosus, Discoid",4
Skin Diseases,Mastocytosis,3
Mastocytosis,Mastocytoma,4
Mastocytosis,"Mastocytosis, Cutaneous",4
Skin Diseases,Morgellons Disease,3
Skin Diseases,Nail Diseases,3
Nail Diseases,Nail-Patella Syndrome,4
Nail Diseases,"Nails, Ingrown",4
Nail Diseases,Onycholysis,4
Nail Diseases,Onychomycosis,4
Nail Diseases,Pachyonychia Congenita,4
Nail Diseases,Paronychia,4
Nail Diseases,Yellow Nail Syndrome,4
Skin Diseases,Necrobiotic Disorders,3
Necrobiotic Disorders,Granuloma Annulare,4
Necrobiotic Disorders,Necrobiosis Lipoidica,4
Necrobiotic Disorders,Necrobiotic Xanthogranuloma,4
Skin Diseases,Necrolytic Migratory Erythema,3
Skin Diseases,Nephrogenic Fibrosing Dermopathy,3
Skin Diseases,Panniculitis,3
Panniculitis,Erythema Induratum,4
Panniculitis,"Panniculitis, Lupus Erythematosus",4
Panniculitis,"Panniculitis, Nodular Nonsuppurative",4
Skin Diseases,Photosensitivity Disorders,3
Photosensitivity Disorders,"Dermatitis, Photoallergic",4
Photosensitivity Disorders,"Dermatitis, Phototoxic",4
Photosensitivity Disorders,Hydroa Vacciniforme,4
Photosensitivity Disorders,Sunburn,4
Photosensitivity Disorders,Xeroderma Pigmentosum,4
Skin Diseases,Pigmentation Disorders,3
Pigmentation Disorders,Argyria,4
Pigmentation Disorders,Cafe-au-Lait Spots,4
Pigmentation Disorders,Hyperpigmentation,4
Pigmentation Disorders,Hypopigmentation,4
Pigmentation Disorders,Incontinentia Pigmenti,4
Pigmentation Disorders,Urticaria Pigmentosa,4
Pigmentation Disorders,Xeroderma Pigmentosum,4
Pigmentation Disorders,Yellow Nail Syndrome,4
Skin Diseases,Prurigo,3
Skin Diseases,Pruritus,3
Pruritus,Pruritus Ani,4
Pruritus,Pruritus Vulvae,4
Skin Diseases,Pyoderma,3
Pyoderma,Ecthyma,4
Pyoderma,Pyoderma Gangrenosum,4
Skin Diseases,Rosacea,3
Rosacea,Rhinophyma,4
Skin Diseases,Scalp Dermatoses,3
Scalp Dermatoses,Dandruff,4
Scalp Dermatoses,Tinea Capitis,4
Skin Diseases,Scleredema Adultorum,3
Skin Diseases,"Scleroderma, Localized",3
Skin Diseases,"Scleroderma, Systemic",3
"Scleroderma, Systemic","Scleroderma, Diffuse",4
"Scleroderma, Systemic","Scleroderma, Limited",4
Skin Diseases,Sebaceous Gland Diseases,3
Sebaceous Gland Diseases,Acne Vulgaris,4
Sebaceous Gland Diseases,"Dermatitis, Seborrheic",4
Sebaceous Gland Diseases,"Mucinosis, Follicular",4
Sebaceous Gland Diseases,Rhinophyma,4
Sebaceous Gland Diseases,Sebaceous Gland Neoplasms,4
Skin Diseases,Skin Abnormalities,3
Skin Abnormalities,Acrodermatitis,4
Skin Abnormalities,Anetoderma,4
Skin Abnormalities,Dyskeratosis Congenita,4
Skin Abnormalities,Ectodermal Dysplasia,4
Skin Abnormalities,Ehlers-Danlos Syndrome,4
Skin Abnormalities,Epidermolysis Bullosa,4
Skin Abnormalities,Ichthyosis,4
Skin Abnormalities,Incontinentia Pigmenti,4
Skin Abnormalities,Port-Wine Stain,4
Skin Abnormalities,Pseudoxanthoma Elasticum,4
Skin Abnormalities,Rothmund-Thomson Syndrome,4
Skin Abnormalities,Sclerema Neonatorum,4
Skin Abnormalities,Trichothiodystrophy Syndromes,4
Skin Abnormalities,Xeroderma Pigmentosum,4
Skin Diseases,"Skin Diseases, Eczematous",3
"Skin Diseases, Eczematous","Dermatitis, Atopic",4
"Skin Diseases, Eczematous","Dermatitis, Contact",4
"Skin Diseases, Eczematous","Dermatitis, Exfoliative",4
"Skin Diseases, Eczematous","Dermatitis, Seborrheic",4
"Skin Diseases, Eczematous",Eczema,4
"Skin Diseases, Eczematous",Intertrigo,4
"Skin Diseases, Eczematous",Neurodermatitis,4
Skin Diseases,"Skin Diseases, Genetic",3
"Skin Diseases, Genetic",Albinism,4
"Skin Diseases, Genetic",Cutis Laxa,4
"Skin Diseases, Genetic",Darier Disease,4
"Skin Diseases, Genetic","Dermatitis, Atopic",4
"Skin Diseases, Genetic",Dyskeratosis Congenita,4
"Skin Diseases, Genetic",Ectodermal Dysplasia,4
"Skin Diseases, Genetic",Ehlers-Danlos Syndrome,4
"Skin Diseases, Genetic",Epidermolysis Bullosa,4
"Skin Diseases, Genetic",Erythrokeratodermia Variabilis,4
"Skin Diseases, Genetic",Hereditary Autoinflammatory Diseases,4
"Skin Diseases, Genetic","Hyalinosis, Systemic",4
"Skin Diseases, Genetic","Ichthyosiform Erythroderma, Congenital",4
"Skin Diseases, Genetic",Ichthyosis Bullosa of Siemens,4
"Skin Diseases, Genetic",Ichthyosis Vulgaris,4
"Skin Diseases, Genetic","Ichthyosis, X-Linked",4
"Skin Diseases, Genetic",Incontinentia Pigmenti,4
"Skin Diseases, Genetic","Keratoderma, Palmoplantar",4
"Skin Diseases, Genetic","Leukokeratosis, Hereditary Mucosal",4
"Skin Diseases, Genetic",Monilethrix,4
"Skin Diseases, Genetic",Muir-Torre Syndrome,4
"Skin Diseases, Genetic",Netherton Syndrome,4
"Skin Diseases, Genetic","Pemphigus, Benign Familial",4
"Skin Diseases, Genetic",Porokeratosis,4
"Skin Diseases, Genetic","Porphyria, Erythropoietic",4
"Skin Diseases, Genetic","Porphyrias, Hepatic",4
"Skin Diseases, Genetic",Pseudoxanthoma Elasticum,4
"Skin Diseases, Genetic",Rothmund-Thomson Syndrome,4
"Skin Diseases, Genetic",Sjogren-Larsson Syndrome,4
"Skin Diseases, Genetic",Trichothiodystrophy Syndromes,4
"Skin Diseases, Genetic",Xeroderma Pigmentosum,4
Skin Diseases,"Skin Diseases, Infectious",3
"Skin Diseases, Infectious",Dermatomycoses,4
"Skin Diseases, Infectious",Paronychia,4
"Skin Diseases, Infectious","Skin Diseases, Bacterial",4
"Skin Diseases, Infectious","Skin Diseases, Parasitic",4
"Skin Diseases, Infectious","Skin Diseases, Viral",4
Skin Diseases,"Skin Diseases, Metabolic",3
"Skin Diseases, Metabolic",Lipodystrophy,4
"Skin Diseases, Metabolic",Necrobiosis Lipoidica,4
Skin Diseases,"Skin Diseases, Papulosquamous",3
"Skin Diseases, Papulosquamous","Dermatitis, Seborrheic",4
"Skin Diseases, Papulosquamous",Lichenoid Eruptions,4
"Skin Diseases, Papulosquamous",Parapsoriasis,4
"Skin Diseases, Papulosquamous",Pityriasis,4
"Skin Diseases, Papulosquamous",Psoriasis,4
Skin Diseases,"Skin Diseases, Vascular",3
"Skin Diseases, Vascular","Angiomatosis, Bacillary",4
"Skin Diseases, Vascular",Behcet Syndrome,4
"Skin Diseases, Vascular",Giant Cell Arteritis,4
"Skin Diseases, Vascular",Livedo Reticularis,4
"Skin Diseases, Vascular",Malignant Atrophic Papulosis,4
"Skin Diseases, Vascular",Mucocutaneous Lymph Node Syndrome,4
"Skin Diseases, Vascular",Polyarteritis Nodosa,4
"Skin Diseases, Vascular",Pyoderma Gangrenosum,4
"Skin Diseases, Vascular",Sneddon Syndrome,4
"Skin Diseases, Vascular",Takayasu Arteritis,4
"Skin Diseases, Vascular",Urticaria,4
Skin Diseases,"Skin Diseases, Vesiculobullous",3
"Skin Diseases, Vesiculobullous",Acantholysis,4
"Skin Diseases, Vesiculobullous",Blister,4
"Skin Diseases, Vesiculobullous",Dermatitis Herpetiformis,4
"Skin Diseases, Vesiculobullous","Eczema, Dyshidrotic",4
"Skin Diseases, Vesiculobullous",Epidermolysis Bullosa,4
"Skin Diseases, Vesiculobullous",Erythema Multiforme,4
"Skin Diseases, Vesiculobullous",Hydroa Vacciniforme,4
"Skin Diseases, Vesiculobullous",Linear IgA Bullous Dermatosis,4
"Skin Diseases, Vesiculobullous","Pemphigoid, Benign Mucous Membrane",4
"Skin Diseases, Vesiculobullous","Pemphigoid, Bullous",4
"Skin Diseases, Vesiculobullous",Pemphigoid Gestationis,4
"Skin Diseases, Vesiculobullous",Pemphigus,4
"Skin Diseases, Vesiculobullous","Pemphigus, Benign Familial",4
Skin Diseases,Skin Neoplasms,3
Skin Neoplasms,Sebaceous Gland Neoplasms,4
Skin Neoplasms,Sweat Gland Neoplasms,4
Skin Diseases,Skin Ulcer,3
Skin Ulcer,Buruli Ulcer,4
Skin Ulcer,Leg Ulcer,4
Skin Ulcer,Pressure Ulcer,4
Skin Ulcer,Pyoderma Gangrenosum,4
Skin Diseases,Sweat Gland Diseases,3
Sweat Gland Diseases,Hidradenitis,4
Sweat Gland Diseases,Hyperhidrosis,4
Sweat Gland Diseases,Hypohidrosis,4
Sweat Gland Diseases,Miliaria,4
Sweat Gland Diseases,Sweat Gland Neoplasms,4
Skin Diseases,"Xanthogranuloma, Juvenile",3
Diseases,Nutritional and Metabolic Diseases,1
Nutritional and Metabolic Diseases,Metabolic Diseases,2
Metabolic Diseases,Acid-Base Imbalance,3
Acid-Base Imbalance,Achlorhydria,4
Acid-Base Imbalance,Acidosis,4
Acid-Base Imbalance,Alkalosis,4
Metabolic Diseases,"Bone Diseases, Metabolic",3
"Bone Diseases, Metabolic","Bone Demineralization, Pathologic",4
"Bone Diseases, Metabolic",Osteoporosis,4
"Bone Diseases, Metabolic",Pseudohypoparathyroidism,4
"Bone Diseases, Metabolic",Rickets,4
Metabolic Diseases,"Brain Diseases, Metabolic",3
"Brain Diseases, Metabolic","Brain Diseases, Metabolic, Inborn",4
"Brain Diseases, Metabolic",Hepatic Encephalopathy,4
"Brain Diseases, Metabolic",Kernicterus,4
"Brain Diseases, Metabolic",Mitochondrial Encephalomyopathies,4
"Brain Diseases, Metabolic","Myelinolysis, Central Pontine",4
"Brain Diseases, Metabolic",Reye Syndrome,4
"Brain Diseases, Metabolic",Wernicke Encephalopathy,4
Metabolic Diseases,Calcium Metabolism Disorders,3
Calcium Metabolism Disorders,Calcinosis,4
Calcium Metabolism Disorders,"Decalcification, Pathologic",4
Calcium Metabolism Disorders,Hypercalcemia,4
Calcium Metabolism Disorders,Hypocalcemia,4
Calcium Metabolism Disorders,Pseudohypoparathyroidism,4
Calcium Metabolism Disorders,Rickets,4
Metabolic Diseases,DNA Repair-Deficiency Disorders,3
DNA Repair-Deficiency Disorders,Ataxia Telangiectasia,4
DNA Repair-Deficiency Disorders,Bloom Syndrome,4
DNA Repair-Deficiency Disorders,Cockayne Syndrome,4
DNA Repair-Deficiency Disorders,"Colorectal Neoplasms, Hereditary Nonpolyposis",4
DNA Repair-Deficiency Disorders,Fanconi Anemia,4
DNA Repair-Deficiency Disorders,Li-Fraumeni Syndrome,4
DNA Repair-Deficiency Disorders,Nijmegen Breakage Syndrome,4
DNA Repair-Deficiency Disorders,Rothmund-Thomson Syndrome,4
DNA Repair-Deficiency Disorders,Severe Combined Immunodeficiency,4
DNA Repair-Deficiency Disorders,Werner Syndrome,4
DNA Repair-Deficiency Disorders,Xeroderma Pigmentosum,4
Metabolic Diseases,Glucose Metabolism Disorders,3
Glucose Metabolism Disorders,Diabetes Mellitus,4
Glucose Metabolism Disorders,Glycosuria,4
Glucose Metabolism Disorders,Hyperglycemia,4
Glucose Metabolism Disorders,Hyperinsulinism,4
Glucose Metabolism Disorders,Hypoglycemia,4
Metabolic Diseases,Hyperlactatemia,3
Metabolic Diseases,Iron Metabolism Disorders,3
Iron Metabolism Disorders,"Anemia, Iron-Deficiency",4
Iron Metabolism Disorders,Iron Overload,4
Metabolic Diseases,Lipid Metabolism Disorders,3
Lipid Metabolism Disorders,Dyslipidemias,4
Lipid Metabolism Disorders,"Lipid Metabolism, Inborn Errors",4
Lipid Metabolism Disorders,Lipodystrophy,4
Lipid Metabolism Disorders,Lipidoses,4
Lipid Metabolism Disorders,Lipomatosis,4
Lipid Metabolism Disorders,Xanthomatosis,4
Metabolic Diseases,Malabsorption Syndromes,3
Malabsorption Syndromes,Blind Loop Syndrome,4
Malabsorption Syndromes,Celiac Disease,4
Malabsorption Syndromes,Collagenous Sprue,4
Malabsorption Syndromes,Hyperhomocysteinemia,4
Malabsorption Syndromes,Lactose Intolerance,4
Malabsorption Syndromes,"Sprue, Tropical",4
Malabsorption Syndromes,Steatorrhea,4
Malabsorption Syndromes,Whipple Disease,4
Metabolic Diseases,Metabolic Syndrome,3
Metabolic Diseases,"Metabolism, Inborn Errors",3
"Metabolism, Inborn Errors","Amino Acid Metabolism, Inborn Errors",4
"Metabolism, Inborn Errors","Amino Acid Transport Disorders, Inborn",4
"Metabolism, Inborn Errors","Amyloidosis, Familial",4
"Metabolism, Inborn Errors","Brain Diseases, Metabolic, Inborn",4
"Metabolism, Inborn Errors","Carbohydrate Metabolism, Inborn Errors",4
"Metabolism, Inborn Errors","Hyperbilirubinemia, Hereditary",4
"Metabolism, Inborn Errors","Lipid Metabolism, Inborn Errors",4
"Metabolism, Inborn Errors",Lysosomal Storage Diseases,4
"Metabolism, Inborn Errors","Metal Metabolism, Inborn Errors",4
"Metabolism, Inborn Errors",Peroxisomal Disorders,4
"Metabolism, Inborn Errors",Progeria,4
"Metabolism, Inborn Errors","Purine-Pyrimidine Metabolism, Inborn Errors",4
"Metabolism, Inborn Errors","Renal Tubular Transport, Inborn Errors",4
"Metabolism, Inborn Errors","Steroid Metabolism, Inborn Errors",4
Metabolic Diseases,Mitochondrial Diseases,3
Mitochondrial Diseases,Carbamoyl-Phosphate Synthase I Deficiency Disease,4
Mitochondrial Diseases,Cytochrome-c Oxidase Deficiency,4
Mitochondrial Diseases,Friedreich Ataxia,4
Mitochondrial Diseases,Kearns-Sayre Syndrome,4
Mitochondrial Diseases,Leigh Disease,4
Mitochondrial Diseases,Mitochondrial Myopathies,4
Mitochondrial Diseases,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,4
Mitochondrial Diseases,"Optic Atrophy, Autosomal Dominant",4
Mitochondrial Diseases,"Optic Atrophy, Hereditary, Leber",4
Mitochondrial Diseases,Pyruvate Carboxylase Deficiency Disease,4
Mitochondrial Diseases,Pyruvate Dehydrogenase Complex Deficiency Disease,4
Metabolic Diseases,Phosphorus Metabolism Disorders,3
Phosphorus Metabolism Disorders,Hyperphosphatemia,4
Phosphorus Metabolism Disorders,Hypophosphatemia,4
Metabolic Diseases,Porphyrias,3
Porphyrias,"Porphyria, Erythropoietic",4
Porphyrias,"Porphyrias, Hepatic",4
Metabolic Diseases,Proteostasis Deficiencies,3
Proteostasis Deficiencies,Amyloidosis,4
Proteostasis Deficiencies,TDP-43 Proteinopathies,4
Metabolic Diseases,"Skin Diseases, Metabolic",3
"Skin Diseases, Metabolic",Lipodystrophy,4
"Skin Diseases, Metabolic",Necrobiosis Lipoidica,4
Metabolic Diseases,Wasting Syndrome,3
Wasting Syndrome,HIV Wasting Syndrome,4
Metabolic Diseases,Water-Electrolyte Imbalance,3
Water-Electrolyte Imbalance,Dehydration,4
Water-Electrolyte Imbalance,Hypercalcemia,4
Water-Electrolyte Imbalance,Hyperkalemia,4
Water-Electrolyte Imbalance,Hypernatremia,4
Water-Electrolyte Imbalance,Hypocalcemia,4
Water-Electrolyte Imbalance,Hypokalemia,4
Water-Electrolyte Imbalance,Hyponatremia,4
Water-Electrolyte Imbalance,Inappropriate ADH Syndrome,4
Water-Electrolyte Imbalance,Water Intoxication,4
Nutritional and Metabolic Diseases,Nutrition Disorders,2
Nutrition Disorders,Child Nutrition Disorders,3
Nutrition Disorders,Hypervitaminosis A,3
Nutrition Disorders,Infant Nutrition Disorders,3
Infant Nutrition Disorders,Vitamin K Deficiency Bleeding,4
Nutrition Disorders,Malnutrition,3
Malnutrition,Deficiency Diseases,4
Malnutrition,Fetal Nutrition Disorders,4
Malnutrition,Refeeding Syndrome,4
Malnutrition,Severe Acute Malnutrition,4
Malnutrition,Starvation,4
Nutrition Disorders,Overnutrition,3
Overnutrition,Obesity,4
Nutrition Disorders,Wasting Syndrome,3
Wasting Syndrome,HIV Wasting Syndrome,4
Diseases,Endocrine System Diseases,1
Endocrine System Diseases,Adrenal Gland Diseases,2
Adrenal Gland Diseases,Adrenal Cortex Diseases,3
Adrenal Cortex Diseases,Adrenal Cortex Neoplasms,4
Adrenal Gland Diseases,Adrenal Gland Neoplasms,3
Adrenal Gland Neoplasms,Adrenal Cortex Neoplasms,4
Adrenal Gland Diseases,"Adrenal Hyperplasia, Congenital",3
Adrenal Gland Diseases,Adrenal Insufficiency,3
Adrenal Insufficiency,Addison Disease,4
Adrenal Insufficiency,Adrenoleukodystrophy,4
Adrenal Insufficiency,Hypoaldosteronism,4
Adrenal Insufficiency,Waterhouse-Friderichsen Syndrome,4
Adrenal Gland Diseases,Adrenocortical Hyperfunction,3
Adrenocortical Hyperfunction,Cushing Syndrome,4
Adrenocortical Hyperfunction,Hyperaldosteronism,4
Endocrine System Diseases,"Bone Diseases, Endocrine",2
Endocrine System Diseases,Diabetes Mellitus,2
Diabetes Mellitus,Diabetes Complications,3
Diabetes Complications,Diabetic Angiopathies,4
Diabetes Complications,Diabetic Cardiomyopathies,4
Diabetes Complications,Diabetic Coma,4
Diabetes Complications,Diabetic Ketoacidosis,4
Diabetes Complications,Diabetic Nephropathies,4
Diabetes Complications,Diabetic Neuropathies,4
Diabetes Complications,Fetal Macrosomia,4
Diabetes Mellitus,"Diabetes, Gestational",3
Diabetes Mellitus,"Diabetes Mellitus, Experimental",3
Diabetes Mellitus,"Diabetes Mellitus, Type 1",3
"Diabetes Mellitus, Type 1",Wolfram Syndrome,4
Diabetes Mellitus,"Diabetes Mellitus, Type 2",3
"Diabetes Mellitus, Type 2","Diabetes Mellitus, Lipoatrophic",4
Diabetes Mellitus,Donohue Syndrome,3
Diabetes Mellitus,Latent Autoimmune Diabetes in Adults,3
Diabetes Mellitus,Prediabetic State,3
Endocrine System Diseases,Dwarfism,2
Dwarfism,Congenital Hypothyroidism,3
Dwarfism,"Dwarfism, Pituitary",3
Dwarfism,Laron Syndrome,3
Endocrine System Diseases,Endocrine Gland Neoplasms,2
Endocrine Gland Neoplasms,Adrenal Gland Neoplasms,3
Adrenal Gland Neoplasms,Adrenal Cortex Neoplasms,4
Endocrine Gland Neoplasms,Multiple Endocrine Neoplasia,3
Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia Type 1,4
Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia Type 2a,4
Multiple Endocrine Neoplasia,Multiple Endocrine Neoplasia Type 2b,4
Endocrine Gland Neoplasms,Ovarian Neoplasms,3
Ovarian Neoplasms,"Carcinoma, Ovarian Epithelial",4
Ovarian Neoplasms,Granulosa Cell Tumor,4
Ovarian Neoplasms,Hereditary Breast and Ovarian Cancer Syndrome,4
Ovarian Neoplasms,Luteoma,4
Ovarian Neoplasms,Meigs Syndrome,4
Ovarian Neoplasms,Sertoli-Leydig Cell Tumor,4
Ovarian Neoplasms,Thecoma,4
Endocrine Gland Neoplasms,Pancreatic Neoplasms,3
Pancreatic Neoplasms,"Adenoma, Islet Cell",4
Pancreatic Neoplasms,"Carcinoma, Islet Cell",4
Pancreatic Neoplasms,"Carcinoma, Pancreatic Ductal",4
Pancreatic Neoplasms,Pancreatic Intraductal Neoplasms,4
Endocrine Gland Neoplasms,Paraneoplastic Endocrine Syndromes,3
Endocrine Gland Neoplasms,Parathyroid Neoplasms,3
Endocrine Gland Neoplasms,Pituitary Neoplasms,3
Pituitary Neoplasms,ACTH-Secreting Pituitary Adenoma,4
Pituitary Neoplasms,Growth Hormone-Secreting Pituitary Adenoma,4
Pituitary Neoplasms,Prolactinoma,4
Endocrine Gland Neoplasms,Testicular Neoplasms,3
Testicular Neoplasms,Sertoli-Leydig Cell Tumor,4
Endocrine Gland Neoplasms,Thyroid Neoplasms,3
Thyroid Neoplasms,"Thyroid Cancer, Papillary",4
Thyroid Neoplasms,Thyroid Nodule,4
Endocrine System Diseases,Female Athlete Triad Syndrome,2
Endocrine System Diseases,Gonadal Disorders,2
Gonadal Disorders,Disorders of Sex Development,3
Disorders of Sex Development,"46, XX Disorders of Sex Development",4
Disorders of Sex Development,Adrenogenital Syndrome,4
Disorders of Sex Development,"Disorder of Sex Development, 46,XY",4
Disorders of Sex Development,Gonadal Dysgenesis,4
Disorders of Sex Development,Ovotesticular Disorders of Sex Development,4
Disorders of Sex Development,Sex Chromosome Disorders of Sex Development,4
Gonadal Disorders,Hypogonadism,3
Hypogonadism,Eunuchism,4
Hypogonadism,Kallmann Syndrome,4
Hypogonadism,Klinefelter Syndrome,4
Hypogonadism,Sexual Infantilism,4
Gonadal Disorders,Ovarian Diseases,3
Ovarian Diseases,Anovulation,4
Ovarian Diseases,Oophoritis,4
Ovarian Diseases,Ovarian Cysts,4
Ovarian Diseases,Ovarian Hyperstimulation Syndrome,4
Ovarian Diseases,Ovarian Neoplasms,4
Ovarian Diseases,Primary Ovarian Insufficiency,4
Gonadal Disorders,"Puberty, Delayed",3
Gonadal Disorders,"Puberty, Precocious",3
Gonadal Disorders,Testicular Diseases,3
Testicular Diseases,Cryptorchidism,4
Testicular Diseases,Orchitis,4
Testicular Diseases,Testicular Neoplasms,4
Endocrine System Diseases,Parathyroid Diseases,2
Parathyroid Diseases,Hyperparathyroidism,3
Hyperparathyroidism,"Hyperparathyroidism, Primary",4
Hyperparathyroidism,"Hyperparathyroidism, Secondary",4
Parathyroid Diseases,Hypoparathyroidism,3
Hypoparathyroidism,22q11 Deletion Syndrome,4
Parathyroid Diseases,Parathyroid Neoplasms,3
Endocrine System Diseases,Pituitary Diseases,2
Pituitary Diseases,Diabetes Insipidus,3
Diabetes Insipidus,"Diabetes Insipidus, Neurogenic",4
Diabetes Insipidus,Wolfram Syndrome,4
Pituitary Diseases,Empty Sella Syndrome,3
Pituitary Diseases,Hyperpituitarism,3
Hyperpituitarism,Acromegaly,4
Hyperpituitarism,Gigantism,4
Hyperpituitarism,Hyperprolactinemia,4
Hyperpituitarism,Pituitary ACTH Hypersecretion,4
Pituitary Diseases,Hypophysitis,3
Hypophysitis,Autoimmune Hypophysitis,4
Pituitary Diseases,Hypopituitarism,3
Hypopituitarism,"Dwarfism, Pituitary",4
Pituitary Diseases,Inappropriate ADH Syndrome,3
Pituitary Diseases,Pituitary Apoplexy,3
Pituitary Diseases,Pituitary Neoplasms,3
Pituitary Neoplasms,ACTH-Secreting Pituitary Adenoma,4
Pituitary Neoplasms,Growth Hormone-Secreting Pituitary Adenoma,4
Pituitary Neoplasms,Prolactinoma,4
