title,abstract,features,authorlist
Evaluation of blue mussel Mytilus edulis as vector for viral hemorrhagic septicemia virus (VHSV).,"When viral diseases occur in aquaculture farms, the virus released into the seawater from infected animals can re-infect other susceptible species or accumulate in filter-feeding organisms. We conducted a viral hemorrhagic septicemia virus (VHSV) survivability analysis of blue mussel Mytilus edulis digestive enzymes, viral depuration, and infectivity tests via in vitro and in vivo inoculation to evaluate the infectious state. VHSV particles were not completely digested within 24 h in vitro and were maintained for 7 d in the mussel digestive gland. Mussels cohabitating with naturally VHSV-infected olive flounder Paralichthys olivaceus could accumulate the viral particles. Although the viral particles in the gill as the entrance of filter-feeding organisms are infectious, the presence of these particles in the digestive gland were not able to induce cytopathic effects in vitro. Viral particles detected by RT-PCR from bivalve mollusks (Pacific oyster Crassostrea gigas and mussel) from the field did not produce cytopathic effects in cell culture and did not replicate after intraperitoneal injection into olive flounder. Therefore, VHSV particles in blue mussel might be in a non-infectious stage and the possibilities of VHSV transmission to fish under field conditions are scarce.","['Blue mussel', 'Depuration', 'Digestive gland tissue', 'Survivability', 'Viral hemorrhagic septicemia']","['Kwang Il Kim', 'Young Chul Kim', 'Woo Ju Kwon', 'Hyun Do Jeong']"
RNA-Seq transcriptome analysis of the olive flounder (Paralichthys olivaceus) kidney response to vaccination with heat-inactivated viral hemorrhagic septicemia virus.,"Viral hemorrhagic septicemia (VHS) is a highly contagious disease of cultured flounder caused by VHS virus (VHSV). To develop effective VHSV vaccines, it is essential to understand the molecular mechanisms underlying the host's protective response against VHSV. The purpose of this study is to clarify which genes are involved in the protective response of olive flounder after VHSV vaccination. We first injected olive flounder intraperitoneally with 10<sup>7</sup> TCID<sub>50</sub> heat-inactivated VHSV vaccine and evaluated the vaccine efficacy at 20 °C. Fish vaccinated with heat-inactivated VHSV were significantly protected compared to non-vaccinated fish, with a relative percentage survival of 83%. To analyze the vaccination-induced changes in the expression profiles of genes, kidneys were collected from control and vaccinated fish at days 1, 3, and 7 after vaccination and global gene expression profiling was carried out by RNA sequencing. The analysis revealed that 15,001 genes were differentially expressed by at least 2-fold between vaccinated fish and non-vaccinated controls. Of these, 58 genes clustered into the acute phase response, Toll-like receptor, interferon-inducible/regulatory proteins, and apoptosis pathways. These data provided insights into the molecular mechanisms underlying the protective immune response of olive flounder against heat-inactivated VHSV vaccine and might aid future studies to develop a highly immunogenic vaccine against VHSV in flounder.","['Heat-killed vaccine', 'Olive flounder', 'RNA-seq', 'Viral hemorrhagic septicemia virus']","['Jee Youn Hwang', 'Mun Gyeoung Kwon', 'Sung-Hee Jung', 'Myoung Ae Park', 'Dong-Wook Kim', 'Wang Sik Cho', 'Jeong Woo Park', 'Maeng-Hyun Son']"
Generation and characterization of hagfish variable lymphocyte receptor B against glycoprotein of viral hemorrhagic septicemia virus (VHSV).,"Variable lymphocyte receptors B (VLRBs) are non-immunoglobulin components of the humoral immune system in jawless vertebrates including hagfish (Eptatretus burgeri) and lamprey (Petromyzon marinus). Hagfish VLRBs consist of leucine rich repeat (LRR) modules with a superhydrophobic C-terminal tail, the latter of which leads to extremely low expression levels in recombinant protein technology. Here, we present an artificially oligomerized VLRB (arVLRB) that conjugates via the C4bp oligomerization domain derived from human C4b-binding protein (hC4bp) rather than the superhydrophobic tail. The resulting arVLRB had a tightly multimerized form with seven monomeric VLRB arms and showed high expression and secretion levels in a mammalian expression system. To isolate antigen-specific arVLRB, we constructed large VLRB libraries from hagfish immunized with the fish pathogen, viral hemorrhagic septicemia virus (VHSV). The selected arVLRBs were found to recognize various types of antigens, including the recombinant target protein, purified viruses, and progeny viruses, with high antigen binding abilities and specificities. We also performed in vitro affinity maturation of the arVLRBs through LRRCT mutagenesis, and found that this enhanced their antigen-binding properties by at least 125-fold. Our epitope mapping analysis revealed that <sup>37</sup>DWDTPL<sup>42</sup>, which is located in a region conserved among the glycoproteins of all VHSV isolates, is the recognition epitope of the arVLRBs. Thus, our newly developed arVLRB could prove useful in the development of universal diagnostic tools and/or therapeutic agents for the virus. Together, our novel findings provide valuable insights into hagfish VLRB and its potential use as a novel alternative to conventional antibodies for biotechnological applications.","['Affinity maturation', 'Epitope mapping', 'Hagfish', 'In vitro', 'Multivalent VLRB antibody', 'Variable lymphocyte B', 'Viral hemorrhagic septicemia virus (VHSV)']","['Jung Seok Lee', 'Jaesung Kim', 'Se Pyeong Im', 'Si Won Kim', 'Jassy Mary S Lazarte', 'Jae Wook Jung', 'Tae Won Gong', 'Young Rim Kim', 'Jeong Ho Lee', 'Hyoung Jun Kim', 'Tae Sung Jung']"
Phylogenetic analysis of the glycoprotein gene of viral hemorrhagic septicemia virus from Iranian trout farms points towards a common European origin.,"Viral haemorrhagic septicaemia virus (VHSV), a member of family Rhabdoviridae and genus Novirhabdoviridae, causes mortality in numerous marine and freshwater hosts located in northern hemisphere. To evaluate the genetic diversity of VHSV from the North and South West of Iran, the sequences of a 1483bp nt region of the glycoprotein gene were determined for four Iranian isolates. These sequences were analysed to evaluate their genetic relatedness with 86 worldwide isolates representing the four known genogroups of VHSV. Phylogenetic analysis by nucleotide sequences showed that all the VHSV isolates studied were closest related to the 19 fresh water strains from Germany grouped within the European genogroup Ia-2. This finding indicates that Iranian VHSV most likely was introduced to Iran by the movement of contaminated fish fry from a source in Europe. ","['Genetic relatedness', 'Glycoprotein gene', 'Iran', 'Rainbow trout', 'Trading practice']","['Mohammadreza Ghorani', 'Milad Adel', 'Maryam Dadar', 'Arash Ghalyanchi Langeroudi', 'Roholla Kamyabi', 'Vikram N Vakharia', 'Katja Einer-Jensen']"
Antiviral effects of extracts from Celosia cristata and Raphanus sativus roots against viral hemorrhagic septicemia virus.,"The antiviral activity of an extract mixture from Celosia cristata and Raphanus sativus was tested against viral hemorrhagic septicemia virus (VHSV). Pretreatment of EPC cells with this extract up to 72 h before VHSV infection markedly reduced the virus titer, but it had no effect when added after virus inoculation. In olive flounder that received 5 µg of extract per fish, Mx expression peaked at 48 h after treatment. In contrast, ISG15 and TLR2 expression peaked at 72 h, and that of TLR7 peaked at 48 h, followed by a slight decrease at 72 h, indicating that the antiviral activity was mediated by induction of gene expression involved in the innate immune response.","['Cockscomb', 'Mx', 'Radish', 'TLR7', 'VHSV']","['Yeon Jung Park', 'Chiung Moon', 'Jung-Ha Kang', 'Tae-Jin Choi']"
Isolation and identification of viral hemorrhagic septicemia virus (VHSV) from farmed rainbow trout (Oncorhynchus mykiss) in Iran.,"Viral hemorrhagic septicemia virus (VHSV) is a rhabdovirus that causes one of the most important fish diseases in rainbow trout (Oncorhynchus mykiss) production industry. During the present study from October 2014 to July 2015, the virus causing viral hemorrhagic septicemia (VHS) was isolated and identified in rainbow trout farms from five of sixteen farms experiencing mass mortalities in six provinces of Iran with major trout production. Cumulative mortalities at VHSV-positive farms ranged from 30 to 70%. Clinical signs of disease included exophthalmia, petechial hemorrhages in the mandible and around the eyes, a swollen abdomen and darkening of the integument, widespread petechiae of the musculature and pyloric regions, severe congestion of the kidney, and pale enlarged livers. In addition, histopathologic examinations of tissues showed severe lesions in muscle, kidney and liver, which were compatible with those already described for VHS. Furthermore, homogenates tissues of diseased fish induced cytopathic effects (CPE) in CHSE-214 cells, and confirmatory diagnosis of VHS was made by RT-PCR reactions. To our knowledge, this is the first report of isolation and identification of VHSV from farmed trout in Iran, which may have originated from Europe. ","['Aquaculture', 'Iran', 'Rainbow trout', 'VHSV', 'Viral hemorrhagic septicemia']","['Sohrab Ahmadivand', 'Mehdi Soltani', 'Karim Mardani', 'Sara Shokrpoor', 'Hooman Rahmati-Holasoo', 'Abbas Mokhtari', 'Reza Hasanzadeh']"
Efficacy of algal Ecklonia cava extract against viral hemorrhagic septicemia virus (VHSV).,"The inhibition efficacy of an extract from Ecklonia cava (E. cava) was studied to determine whether the extract and compounds exhibited inhibitory activity against VHSV in the fathead minnow (FHM) cell line and following oral administration to the olive flounder. Based on its low toxicity and effective concentration, the E. cava extract (Ext) and compounds (eckol and phlorofucofuroeckol A) were selected for further analysis. In the plaque reduction assay, simultaneous co-exposure of VHSV to Ext, eckol and phlorofucofuroeckol A showed a higher level of inhibition than the pre- and post-exposure groups. The antiviral activity in the FHM cell line was time-dependent and increased with the exposure time with the virus and Ext or the compounds. In the in vivo experiments, different Ext concentrations were orally administered to the olive flounder. In trial I, the relative percent survival (RPS) following oral administration of 500 and 50 μg/g/day of Ext was 31.25% and 12.50%, respectively. In trial II, the RPS for 1000, 500 and 50 μg/g/day of Ext was 31.57%, 0% and 0%, respectively. In trial III, the RPS after 1 and 2 weeks (1000 μg/g/day) of exposure to Ext was 26.31% and 31.57%, respectively. Oral administration of Ext (1000 μg/g/day) significantly induced inflammatory cytokine responses (IL-1β, IL-6 and IFN-γ) at 1 and 2 days post-oral administration (dpa). Additionally, IFN-α/β (7-12 dpa), ISG15 (2, 7 and 10 dpa) and Mx (7-12 dpa) were significantly activated in the olive flounder. In conclusion, we demonstrated an inhibitory ability of the E. cava extract and compounds against VHSV in the FHM cell line. Moreover, oral administration of the E. cava extract to the olive flounder enhanced antiviral immune responses and the efficacy of protection against VHSV, resulting in an anti-viral status in the olive flounder.","['Antiviral immune responses', 'Ecklonia cava (E. cava)', 'Olive flounder', 'Seaweed', 'Viral hemorrhagic septicemia virus']","['Han-Kook Yang', 'Myung-Hwa Jung', 'Satheesha Avunje', 'Chamilani Nikapitiya', 'So Young Kang', 'Young Bae Ryu', 'Woo Song Lee', 'Sung-Ju Jung']"
Integrated profiling of global metabolomic and transcriptomic responses to viral hemorrhagic septicemia virus infection in olive flounder.,"Viral hemorrhagic septicemia virus (VHSV) is one of the most serious viral pathogen that infects farmed fish. In this study, we measured the replication of VHSV increased steadily at 9, 24, 72, and 120 h after infection and progression of necrosis was observed at 72 hpi. We performed transcriptomic and metabolomics profiling of kidney tissues collected at each infection time using Illumina HiSeq2000 and ultra-performance liquid chromatography/quadrupole time-of-flight mass spectroscopy to investigate the mechanisms of VHSV infection in the kidneys of olive flounder. A total of 13,862 mRNA molecules and 72 metabolites were selected to identify the mechanisms of infection and they were integrated using KEGG pathway database. Six KEGG metabolic pathways, including carbohydrate metabolism, amino acid metabolism, lipid metabolism, transport and catabolism, metabolism of cofactors and vitamins, and energy metabolism, were significantly suppressed, whereas the immune system was activated by VHSV infection. A decrease in levels of amino acids such as valine, leucine, and isoleucine, as well as in their derivative carnitines, was observed after VHSV infection. In addition, an increase in arachidonic acid level was noted. Integrated analysis of transcriptome and metabolome using KEGG pathway database revealed four types of responses in the kidneys of olive flounder to VHSV infection. Among these, the mechanisms related to the immune system and protein synthesis were activated, whereas ATP synthesis and the antioxidant system activity were suppressed. This is the first study describing the mechanisms of metabolic responses to VHSV infection in olive flounder. The results suggest that the suppression of ATP synthesis and antioxidant systems, such as glutathione and peroxisome signaling, could be the cause of necrosis, whereas the activation of the immune system could result in the inflammation of kidney tissue in VHSV-infected olive flounder.","['Integrated profiling', 'Metabolomics', 'Olive flounder', 'Transcriptomics', 'Viral hemorrhagic septicemia virus']","['Se-Young Cho', 'Yong-Kook Kwon', 'Miso Nam', 'Bipin Vaidya', 'Seok Ryel Kim', 'Sunghoon Lee', 'Joseph Kwon', 'Duwoon Kim', 'Geum-Sook Hwang']"
Complete sequences of 4 viral hemorrhagic septicemia virus IVb isolates and their virulence in northern pike fry.,"Four viral hemorrhagic septicemia virus (VHSV) genotype IVb isolates were sequenced, their genetic variation explored, and comparative virulence assayed with experimental infections of northern pike Esox lucius fry. In addition to the type strain MI03, the complete 11183 bp genome of the first round goby Neogobius melanostomus isolate from the St. Lawrence River, and the 2013 and 2014 isolates from gizzard shad Dorosoma cepedianum die-offs in Irondequoit Bay, Lake Ontario and Dunkirk Harbor, Lake Erie were all deep sequenced on an Illumina platform. Mutations documented in the 11 yr since the MI03 index case from Lake St. Clair muskellunge Esox masquinongy showed 87 polymorphisms among the 4 isolates. Twenty-six mutations were non-synonymous and located at 18 different positions within the matrix protein, glycoprotein, non-virion protein, and RNA polymerase genes. The same 4 isolates were used to infect northern pike fry by a single 1 h bath exposure. Cumulative percent mortality varied from 42.5 to 62.5%. VHSV was detected in 57% (41/72) of the survivors at the end of the 21-d trial, suggesting that the virus was not rapidly cleared. Lesions were observed in many of the moribund and dead northern pike, such as hemorrhaging in the skin and fins, as well as hydrocephalus. Mean viral load measured from the trunk and visceral tissues of MI03-infected pike was significantly higher than the quantities detected in fish infected with the most recent isolates of genotype IVb, but there were no differences in cumulative mortality observed.","['Esox lucius', 'Experimental infection', 'Illumina sequencing', 'Northern pike', 'VHSV IVb', 'Viral hemorrhagic septicemia virus']","['Rodman G Getchell', 'Emily R Cornwell', 'Steven Bogdanowicz', 'Jose Andrés', 'William N Batts', 'Gael Kurath', 'Rachel Breyta', 'Joanna G Choi', 'John M Farrell', 'Paul R Bowser']"
A review of hemorrhagic septicemia in cattle and buffalo.,"Hemorrhagic septicemia (HS), an acute, fatal and septicemic disease of cattle and buffaloes caused by Pasteurella multocida, is important in tropical regions of the world, especially in African and Asian countries. The prevalence of disease has been well documented with predominant isolation of P. multocida serotypes B:2 and E:2. Conventional methods of identification such as serotyping, biotyping, antibiogram determination and pathogenicity as well as molecular methods (P. multocida-specific polymerase chain reaction (PCR), a serogroup B-specific PCR assay, multiplex capsular typing system and loop-mediated isothermal amplification techniques) and characterization (restriction endonuclease analysis, randomly amplified polymorphic DNA analysis, repetitive extragenic palidromic PCR and enterobacterial repetitive intergenic consensus PCR analysis) are applied in parallel for rapid epidemiological investigations of HS outbreaks. Although several vaccine formulations including alum precipitated, oil adjuvant and multiple emulsion vaccines are commercially available, the quest for suitable broadly protective HS vaccines with long-lasting immunity is on the upsurge. Concurrently, attempts are being made to unravel the mysteries of the pathogen and its virulence factors, pathogenesis and determinants of protective immunity as well as diversity among strains of P. multocida. This review highlights the advances in these various aspects of HS.",[],"['S B Shivachandra', 'K N Viswas', 'A A Kumar']"
Effect of G gene-deleted recombinant viral hemorrhagic septicemia virus (rVHSV-ΔG) on the replication of wild type VHSV in a fish cell line and in olive flounder (Paralichthys olivaceus).,"In an earlier study, we generated a replicon viral hemorrhagic septicemia virus (VHSV) particle that was lacking the G gene in the genome (rVHSV-ΔG), and proved the potential of it as a protective vaccine through the immunization of olive flounder (Paralichthys olivaceus) fingerlings. Safety is the most important preconsideration for the development of recombinant live vaccines, and a major concern of propagation-incompetent viral particles would be the possible harmful effect to hosts through the interaction with wild-type viruses. Thus, in the present study, we analyzed the replication of rVHSV-ΔG in the presence of wild-type VHSV and the effect of rVHSV-ΔG on the replication of wild-type VHSV in Epithelioma papulosum cyprini (EPC) cells and in olive flounder fingerlings. The replication of wild-type VHSV in EPC cells was severely suppressed when the MOI of rVHSV-ΔG was 0.1 or 0.01, on the other hand, the titers of rVHSV-ΔG were not increased and stayed in a relatively constant according to time lapse. Furthermore, the replication of other novirhabdoviruses, IHNV and HIRRV, was also inhibited by co-infection with high titers of rVHSV-ΔG. There were no big differences in mortalities between groups infected with wild-type VHSV plus rVHSV-ΔG and groups infected with wild-type VHSV alone, when the challenged wild-type VHSV was more than 10(2) PFU/fish. However, a group of fish infected with 10 PFU/fish of wild-type VHSV plus rVHSV-ΔG showed significantly lower and slowly progressing cumulative mortality than a group of fish infected with 10 PFU/fish of wild-type VHSV alone. This result suggests that rVHSV-ΔG has an ability to attenuate the disease progression caused by wild-type VHSV when co-infected with relatively low titers of wild-type VHSV. These results indicate that the propagation-incompetent rVHSV-ΔG would not worsen but attenuate the progression of a disease caused by wild-type VHSV infection. Therefore, rVHSV-ΔG-based vaccines can provide a safe and effective way to control VHSV. ","['In\xa0vivo safety', 'Replication interaction', 'VHSV', 'rVHSV-ΔG']","['Min Sun Kim', 'Seung Hyuk Choi', 'Ki Hong Kim']"
In vitro transcribed dsRNA limits viral hemorrhagic septicemia virus (VHSV)-IVb infection in a novel fathead minnow (Pimephales promelas) skin cell line.,"The farming of baitfish, fish used by anglers to catch predatory species, is of economic and ecological importance in North America. Baitfish, including the fathead minnow (Pimephales promelas), are susceptible to infection from aquatic viruses, such as viral hemorrhagic septicemia virus (VHSV). VHSV infections can cause mass mortality events and have the potential to be spread to novel water bodies through baitfish as a vector. In this study, a novel skin cell line derived from fathead minnow (FHMskin) is described and its use as a tool to study innate antiviral immune responses and possible therapies is introduced. FHMskin grows optimally in 10% fetal bovine serum and at warmer temperatures, 25-30 °C. FHMskin is susceptible and permissive to VHSV-IVb infection, producing high viral titres of 7.35 × 10<sup>7</sup> TCID<sub>50</sub>/mL after only 2 days. FHMskin cells do not experience significant dsRNA-induced death after treatment with 50-500 ng/mL of in vitro transcribed dsRNA for 48 h and respond to dsRNA treatment by expressing high levels of three innate immune genes, viperin, ISG15, and Mx1. Pretreatment with dsRNA for 24 h significantly protected cells from VHSV-induced cell death, 500 ng/mL of dsRNA reduced cell death from 70% to less than 15% at a multiplicity of infection of 0.1. Thus, the novel cell line, FHMskin, represents a new method for producing high tires of VHSV-IVb in culture, and for studying dsRNA-induced innate antiviral responses, with future applications in dsRNA-based antiviral therapeutics.","['Antiviral immunity', 'Fathead minnow', 'Interferon-stimulated genes', 'Viral hemorrhagic septicemia virus', 'dsRNA']","['Sarah J Poynter', 'Eric M Leis', 'Stephanie J DeWitte-Orr']"
Increase of viral hemorrhagic septicemia virus growth by knockout of IRF9 gene in Epithelioma papulosum cyprini cells.,"Viral hemorrhagic septicemia virus (VHSV) has been a notorious pathogen in freshwater and marine fish. Due to the lack of effective treatment measures against VHSV disease, the development of prophylactic vaccines has been required, and methods that can produce high-titered viruses would be advantageous in producing cost-effective vaccines. Type I interferon (IFN) responses are the key elements of vertebrates' antiviral activities, and IFN-stimulated gene factor 3 (ISGF3) complex formed through type I IFNs up-regulates the expression of IFN-stimulated genes (ISGs). IFN regulatory factor 9 (IRF9) is a key component of ISGF3, so the inhibition of IRF9 would compromise host's type I IFN responses, which would weaken host antiviral activity. In this study, to increase the replication of VHSV, we generated IRF9 knockout Epithelioma papulosum cyprini (EPC) cells using a CRISPR/Cas9 vector that contains an EPC cell's U6 promoter-driven guide RNA cassette (targeting IRF9 gene) and a Cas9 expressing cassette. In the clones of IRF9 knockout EPC cells, there were no increase in ISG15 gene by poly I:C, and in Mx1 gene by both poly I:C and VHSV. Interestingly, although the increased folds were conspicuously lower than control EPC cells, the expression of ISG 15 gene in all the IRF9 knockout clones was significantly increased by VHSV infection. Control EPC cells pre-treated with poly I:C did not show any CPE when infected with VHSV, however, IRF9 knockout EPC cells showed CPE by VHSV infection in spite of being pretreated with poly I:C. The replication of VHSV in IRF9 knockout EPC cells was significantly faster and higher than that in control EPC cells indicating that the IRF9 knockout-mediated decrease of type I IFN responses allowed VHSV to replicate efficiently. Considering an economical aspect for the production of fish vaccines, the present IRF9 knockout EPC cells can be used to get higher-titered VHSV.","['CRISPR/Cas9', 'IRF9 knockout', 'Type I interferon response', 'Viral hemorrhagic septicemia virus', 'Virus titer']","['Min Sun Kim', 'Min Jun Shin', 'Ki Hong Kim']"
Expression and characterization of monomeric variable lymphocyte receptor B specific to the glycoprotein of viral hemorrhagic septicemia virus (VHSV).,"Monomeric variable lymphocyte receptor B (VLRB) is one of the smallest binding scaffold (20-25 kDa) from jawless vertebrates, hagfish and lamprey. This relatively new class of binding scaffold has various advantages: i) it has a single peptide composition, amenable to molecular engineering for enhancing its stability and affinity; ii) it has a small size, contributing better tissue penetration and easier production using microorganism expression system. Monomeric arVLRB142, which can specifically bind to the glycoprotein of viral hemorrhagic septicemia virus (VHSV), was expressed in Pichia pastoris. High quantity recombinant monomeric arVLRB142 (rVLR142<sup>mono</sup>) was purified from 100 ml of culture with a resulting yield of 2.6 ±1.3 mg of target protein. Functional studies revealed that the purified rVLR142<sup>mono</sup> can specifically recognize low levels of the target antigen (recombinant glycoprotein) (i.e. as low as 0.1 nM), but also the native glycoprotein of VHSV. The expressed rVLR142<sup>mono</sup> exhibited high levels of stability and it retained it binding capacity over broad temperature (4 °C ~ 60 °C) and pH ranges (pH 1.5-12.5). We developed an effective expression system for mass production of monomeric VLRB based on P. pastoris. The recombinant protein that was obtained offers promising binding avidity and biophysical stability and its potential use in various biotechnological applications.","['Hagfish', 'Heterogeneous expression', 'Pichia pastoris', 'Variable lymphocyte receptor B (VLRB)', 'Viral hemorrhagic septicemia virus (VHSV)']","['Jung Seok Lee', 'Jaesung Kim', 'Se Pyeong Im', 'Si Won Kim', 'Jae Wook Jung', 'Jassy Mary S Lazarte', 'Jeong-Ho Lee', 'Kim D Thompson', 'Tae Sung Jung']"
